,name,state,year,quarter,count,amount
1470,Peer-to-peer payments,ladakh,2019,2,34202,240305709.92824298
1471,Recharge & bill payments,ladakh,2019,2,25357,10116773.366134495
1472,Merchant payments,ladakh,2019,2,8220,7726519.367758205
1473,Financial Services,ladakh,2019,2,86,113767.09768193656
1474,Others,ladakh,2019,2,907,992737.2376073576
1475,Peer-to-peer payments,ladakh,2019,3,43198,303596367.67958534
1476,Recharge & bill payments,ladakh,2019,3,41491,18054746.121448334
1477,Merchant payments,ladakh,2019,3,6963,8096082.971229901
1478,Financial Services,ladakh,2019,3,48,148633.29469977494
1479,Others,ladakh,2019,3,696,1233697.1268589406
1480,Peer-to-peer payments,ladakh,2019,4,42095,298044908.5075786
1481,Recharge & bill payments,ladakh,2019,4,35467,16510212.100753112
1482,Merchant payments,ladakh,2019,4,6522,8717893.899929387
1483,Financial Services,ladakh,2019,4,46,162760.63254625077
1484,Others,ladakh,2019,4,576,1253584.887304229
1485,Peer-to-peer payments,ladakh,2020,1,51560,339551900.3873952
1486,Recharge & bill payments,ladakh,2020,1,49801,23010664.72023286
1487,Merchant payments,ladakh,2020,1,14264,13338124.271892821
1488,Financial Services,ladakh,2020,1,204,583108.9455483773
1489,Others,ladakh,2020,1,590,1155879.120674257
1490,Recharge & bill payments,ladakh,2020,2,70601,32087339.266190995
1491,Peer-to-peer payments,ladakh,2020,2,68450,470749365.09816045
1492,Merchant payments,ladakh,2020,2,15132,19679330.186414924
1493,Financial Services,ladakh,2020,2,337,786069.1630768818
1494,Others,ladakh,2020,2,490,490894.93818109273
1495,Peer-to-peer payments,ladakh,2020,3,108345,751333715.2896031
1496,Recharge & bill payments,ladakh,2020,3,81623,40380074.55014179
1497,Merchant payments,ladakh,2020,3,36861,40538778.75651745
1498,Financial Services,ladakh,2020,3,621,2334917.7832646337
1499,Others,ladakh,2020,3,772,900013.678666259
1500,Peer-to-peer payments,ladakh,2020,4,151582,985814864.3429123
1501,Recharge & bill payments,ladakh,2020,4,94133,44185250.8636451
1502,Merchant payments,ladakh,2020,4,83868,77511378.30739444
1503,Financial Services,ladakh,2020,4,729,1965054.5898611392
1504,Others,ladakh,2020,4,1822,2486922.4041473325
1505,Peer-to-peer payments,ladakh,2021,1,141894,869999786.1513934
1506,Recharge & bill payments,ladakh,2021,1,72719,35459532.4121063
1507,Merchant payments,ladakh,2021,1,58875,74977913.47237433
1508,Financial Services,ladakh,2021,1,629,1455016.148284281
1509,Others,ladakh,2021,1,1298,1527565.0627209258
1510,Peer-to-peer payments,ladakh,2021,2,209818,1259044412.4358737
1511,Recharge & bill payments,ladakh,2021,2,95458,44754721.82815341
1512,Merchant payments,ladakh,2021,2,92078,119608470.0411553
1513,Financial Services,ladakh,2021,2,755,1756762.1471181023
1514,Others,ladakh,2021,2,1607,2094729.0180191218
1515,Peer-to-peer payments,ladakh,2021,3,330919,1917311078.1287262
1516,Merchant payments,ladakh,2021,3,135108,233260756.5088715
1517,Recharge & bill payments,ladakh,2021,3,121856,58750081.8151172
1518,Financial Services,ladakh,2021,3,900,1911625.5446910746
1519,Others,ladakh,2021,3,2204,2751201.9371823343
1520,Peer-to-peer payments,ladakh,2021,4,337120,1804428550.1884875
1521,Merchant payments,ladakh,2021,4,169110,284786365.9296017
1522,Recharge & bill payments,ladakh,2021,4,120607,58403893.47253243
1523,Financial Services,ladakh,2021,4,912,3068708.947120995
1524,Others,ladakh,2021,4,2438,2847620.2425241945
1525,Peer-to-peer payments,ladakh,2022,1,343041,1685241980.664183
1526,Merchant payments,ladakh,2022,1,167100,279354508.988595
1527,Recharge & bill payments,ladakh,2022,1,116486,56203999.28920926
1528,Financial Services,ladakh,2022,1,1247,2023327.6779848374
1529,Others,ladakh,2022,1,2141,2217102.222236882
1530,Peer-to-peer payments,lakshadweep,2018,1,423,1860278.2784597143
1531,Recharge & bill payments,lakshadweep,2018,1,342,61432.04938505074
1532,Merchant payments,lakshadweep,2018,1,5,590.7505138175776
1533,Others,lakshadweep,2018,1,8,6310.102519157715
1534,Peer-to-peer payments,lakshadweep,2018,2,1315,5757123.079919379
1535,Recharge & bill payments,lakshadweep,2018,2,750,353202.7988510042
1536,Merchant payments,lakshadweep,2018,2,42,64568.47789279556
1537,Financial Services,lakshadweep,2018,2,6,9134.413223158994
1538,Others,lakshadweep,2018,2,19,3780.7695141997474
1539,Peer-to-peer payments,lakshadweep,2018,3,841,3926048.74488305
1540,Recharge & bill payments,lakshadweep,2018,3,760,300978.32420203416
1541,Merchant payments,lakshadweep,2018,3,87,94046.43333034206
1542,Others,lakshadweep,2018,3,15,17958.809570422687
1543,Recharge & bill payments,lakshadweep,2018,4,792,351201.0879000404
1544,Peer-to-peer payments,lakshadweep,2018,4,689,3841230.430870924
1545,Merchant payments,lakshadweep,2018,4,144,262079.85573632165
1546,Financial Services,lakshadweep,2018,4,6,389.8932323919954
1547,Others,lakshadweep,2018,4,11,8312.430483153179
1548,Peer-to-peer payments,lakshadweep,2019,1,1183,8221402.368536929
1549,Recharge & bill payments,lakshadweep,2019,1,1173,353870.52398354514
1550,Merchant payments,lakshadweep,2019,1,113,183062.1455975621
1551,Others,lakshadweep,2019,1,12,27795.441220958
1552,Recharge & bill payments,lakshadweep,2019,2,1448,436735.1684614296
1553,Peer-to-peer payments,lakshadweep,2019,2,1318,8602732.117788196
1554,Merchant payments,lakshadweep,2019,2,137,190716.5411561734
1555,Others,lakshadweep,2019,2,23,12340.30958308919
1556,Recharge & bill payments,lakshadweep,2019,3,1528,503049.2411913635
1557,Peer-to-peer payments,lakshadweep,2019,3,1455,8923273.862948446
1558,Merchant payments,lakshadweep,2019,3,111,215159.68119447335
1559,Others,lakshadweep,2019,3,10,10278.678434187355
1560,Recharge & bill payments,lakshadweep,2019,4,1801,618155.9004644766
1561,Peer-to-peer payments,lakshadweep,2019,4,1753,10383413.246670496
1562,Merchant payments,lakshadweep,2019,4,188,211413.62244321496
1563,Financial Services,lakshadweep,2019,4,2,34.39721181625656
1564,Others,lakshadweep,2019,4,21,56896.23813384895
1565,Recharge & bill payments,lakshadweep,2020,1,2684,789255.2646123999
1566,Peer-to-peer payments,lakshadweep,2020,1,2068,12463327.261836832
1567,Merchant payments,lakshadweep,2020,1,387,216594.03077193064
1568,Others,lakshadweep,2020,1,12,33192.017283045374
1569,Recharge & bill payments,lakshadweep,2020,2,4497,1061694.138574572
1570,Peer-to-peer payments,lakshadweep,2020,2,2176,14718605.188911092
1571,Merchant payments,lakshadweep,2020,2,472,971609.4583537823
1572,Financial Services,lakshadweep,2020,2,60,158593.59701229632
1573,Others,lakshadweep,2020,2,15,32419.703092655054
1574,Recharge & bill payments,lakshadweep,2020,3,4696,1186947.553816269
1575,Peer-to-peer payments,lakshadweep,2020,3,2946,19189391.618742835
1576,Merchant payments,lakshadweep,2020,3,903,842981.169451366
1577,Financial Services,lakshadweep,2020,3,27,45457.50970027798
1578,Others,lakshadweep,2020,3,17,42055.45694608544
1579,Recharge & bill payments,lakshadweep,2020,4,5187,1499298.1127799235
1580,Peer-to-peer payments,lakshadweep,2020,4,4741,27284123.245665
1581,Merchant payments,lakshadweep,2020,4,1668,1227101.6378793938
1582,Financial Services,lakshadweep,2020,4,22,13968.7539965527
1583,Others,lakshadweep,2020,4,32,86826.16675951776
1584,Peer-to-peer payments,lakshadweep,2021,1,3942,24823715.017422147
1585,Recharge & bill payments,lakshadweep,2021,1,3541,1070209.4218526704
1586,Merchant payments,lakshadweep,2021,1,1537,1040213.7953898906
1587,Financial Services,lakshadweep,2021,1,19,15929.095105497145
1588,Others,lakshadweep,2021,1,46,92715.5843109472
1589,Recharge & bill payments,lakshadweep,2021,2,5499,1745295.828077295
1590,Peer-to-peer payments,lakshadweep,2021,2,4069,23996417.49366483
1591,Merchant payments,lakshadweep,2021,2,1743,1525331.9146529401
1592,Financial Services,lakshadweep,2021,2,29,15052.018496008179
1593,Others,lakshadweep,2021,2,44,101366.40306045809
1594,Peer-to-peer payments,lakshadweep,2021,3,5687,34142107.520169854
1595,Recharge & bill payments,lakshadweep,2021,3,5153,1700287.4734963956
1596,Merchant payments,lakshadweep,2021,3,2450,2750367.063028222
1597,Financial Services,lakshadweep,2021,3,48,137227.35390598275
1598,Others,lakshadweep,2021,3,32,73174.28816768769
1599,Peer-to-peer payments,lakshadweep,2021,4,7154,44696668.86120765
1600,Recharge & bill payments,lakshadweep,2021,4,5355,2093901.2918026838
1601,Merchant payments,lakshadweep,2021,4,2872,4071239.087436496
1602,Financial Services,lakshadweep,2021,4,27,19994.541946360278
1603,Others,lakshadweep,2021,4,62,116381.74598782149
1604,Peer-to-peer payments,lakshadweep,2022,1,7913,48590864.56835763
1605,Recharge & bill payments,lakshadweep,2022,1,5334,2322580.1695599537
1606,Merchant payments,lakshadweep,2022,1,3048,3838358.3586293925
1607,Financial Services,lakshadweep,2022,1,39,38274.22628876488
1608,Others,lakshadweep,2022,1,63,149355.3310943247
1609,Recharge & bill payments,madhya-pradesh,2018,1,4404190,667057311.4560372
1610,Peer-to-peer payments,madhya-pradesh,2018,1,2848290,7590790588.551903
1611,Financial Services,madhya-pradesh,2018,1,230519,43374288.98373023
1612,Merchant payments,madhya-pradesh,2018,1,196394,170119673.71275404
1613,Others,madhya-pradesh,2018,1,346002,210261540.7414958
1614,Recharge & bill payments,madhya-pradesh,2018,2,5324535,1132090445.8903365
1615,Peer-to-peer payments,madhya-pradesh,2018,2,4269392,14155603482.492638
1616,Merchant payments,madhya-pradesh,2018,2,397135,339308203.1707404
1617,Financial Services,madhya-pradesh,2018,2,305553,53860331.805742756
1618,Others,madhya-pradesh,2018,2,264797,243218603.31985626
1619,Peer-to-peer payments,madhya-pradesh,2018,3,9988509,22057686208.544342
1620,Recharge & bill payments,madhya-pradesh,2018,3,5733261,1367773856.6756551
1621,Merchant payments,madhya-pradesh,2018,3,784995,465390819.59013355
1622,Financial Services,madhya-pradesh,2018,3,359440,46120458.63885434
1623,Others,madhya-pradesh,2018,3,260780,212770861.22341695
1624,Peer-to-peer payments,madhya-pradesh,2018,4,11456555,30897348664.90544
1625,Recharge & bill payments,madhya-pradesh,2018,4,7273502,1669345516.941368
1626,Merchant payments,madhya-pradesh,2018,4,2056426,1036249753.9278035
1627,Financial Services,madhya-pradesh,2018,4,313540,43367243.154430926
1628,Others,madhya-pradesh,2018,4,297532,259296894.03827757
1629,Peer-to-peer payments,madhya-pradesh,2019,1,23708825,44114206183.09186
1630,Recharge & bill payments,madhya-pradesh,2019,1,9966905,2423593841.716142
1631,Merchant payments,madhya-pradesh,2019,1,3018928,1263699222.3501081
1632,Financial Services,madhya-pradesh,2019,1,290838,28901169.292499043
1633,Others,madhya-pradesh,2019,1,315553,239879105.5972368
1634,Peer-to-peer payments,madhya-pradesh,2019,2,20868744,61758841793.87666
1635,Recharge & bill payments,madhya-pradesh,2019,2,12044969,3571897178.303101
1636,Merchant payments,madhya-pradesh,2019,2,7331352,2671155681.449155
1637,Financial Services,madhya-pradesh,2019,2,149197,18869661.513485767
1638,Others,madhya-pradesh,2019,2,451751,313802065.4154737
1639,Peer-to-peer payments,madhya-pradesh,2019,3,22631038,67648107703.0357
1640,Merchant payments,madhya-pradesh,2019,3,17163551,5147459307.101742
1641,Recharge & bill payments,madhya-pradesh,2019,3,13156616,4576521609.460834
1642,Financial Services,madhya-pradesh,2019,3,192821,25654168.60092132
1643,Others,madhya-pradesh,2019,3,466385,278578703.0441117
1644,Peer-to-peer payments,madhya-pradesh,2019,4,32083162,92064471161.9892
1645,Merchant payments,madhya-pradesh,2019,4,19447707,7304157801.612935
1646,Recharge & bill payments,madhya-pradesh,2019,4,16081734,5104821720.999016
1647,Financial Services,madhya-pradesh,2019,4,127116,24020060.932133198
1648,Others,madhya-pradesh,2019,4,392270,190456045.32494444
1649,Peer-to-peer payments,madhya-pradesh,2020,1,34540722,110325991607.38477
1650,Merchant payments,madhya-pradesh,2020,1,24618074,9898242848.25793
1651,Recharge & bill payments,madhya-pradesh,2020,1,19788516,6311610609.846225
1652,Financial Services,madhya-pradesh,2020,1,68055,30645714.401902914
1653,Others,madhya-pradesh,2020,1,351379,170790656.30339786
1654,Peer-to-peer payments,madhya-pradesh,2020,2,34860958,128184693854.7977
1655,Recharge & bill payments,madhya-pradesh,2020,2,27497528,8904067957.01212
1656,Merchant payments,madhya-pradesh,2020,2,13685723,10666223053.634727
1657,Financial Services,madhya-pradesh,2020,2,80988,62073621.44351514
1658,Others,madhya-pradesh,2020,2,215376,104956802.17437972
1659,Peer-to-peer payments,madhya-pradesh,2020,3,50871564,174978985034.2865
1660,Merchant payments,madhya-pradesh,2020,3,31879804,20621273981.65966
1661,Recharge & bill payments,madhya-pradesh,2020,3,25380467,9834190567.205517
1662,Financial Services,madhya-pradesh,2020,3,131725,122971108.07060198
1663,Others,madhya-pradesh,2020,3,316321,144259293.31583393
1664,Peer-to-peer payments,madhya-pradesh,2020,4,67972167,235584201864.22342
1665,Merchant payments,madhya-pradesh,2020,4,57707471,37315576877.14569
1666,Recharge & bill payments,madhya-pradesh,2020,4,27335834,10977774483.325565
1667,Financial Services,madhya-pradesh,2020,4,149532,132590450.07074244
1668,Others,madhya-pradesh,2020,4,487537,264996097.6059612
1669,Merchant payments,madhya-pradesh,2021,1,84812245,50098244499.50662
1670,Peer-to-peer payments,madhya-pradesh,2021,1,84070625,279938170703.8171
1671,Recharge & bill payments,madhya-pradesh,2021,1,32500681,13060914041.039404
1672,Financial Services,madhya-pradesh,2021,1,169378,161838389.7954778
1673,Others,madhya-pradesh,2021,1,445569,274786748.1299523
1674,Peer-to-peer payments,madhya-pradesh,2021,2,99367521,348935762191.10486
1675,Merchant payments,madhya-pradesh,2021,2,77113464,58839392449.9937
1676,Recharge & bill payments,madhya-pradesh,2021,2,46118636,17230546398.848663
1677,Financial Services,madhya-pradesh,2021,2,188726,177313389.66602695
1678,Others,madhya-pradesh,2021,2,526333,317753606.01156956
1679,Merchant payments,madhya-pradesh,2021,3,138433772,85885669792.43228
1680,Peer-to-peer payments,madhya-pradesh,2021,3,127654821,398912712886.4574
1681,Recharge & bill payments,madhya-pradesh,2021,3,44437315,19025346050.627724
1682,Financial Services,madhya-pradesh,2021,3,174454,180366422.58245987
1683,Others,madhya-pradesh,2021,3,742972,408508699.4365407
1684,Merchant payments,madhya-pradesh,2021,4,197193842,126461098235.02324
1685,Peer-to-peer payments,madhya-pradesh,2021,4,159649020,507118521843.3588
1686,Recharge & bill payments,madhya-pradesh,2021,4,46220966,22492766779.156635
1687,Financial Services,madhya-pradesh,2021,4,247925,246488171.37792647
1688,Others,madhya-pradesh,2021,4,996331,568617375.5894115
1689,Merchant payments,madhya-pradesh,2022,1,237691924,143310226696.7226
1690,Peer-to-peer payments,madhya-pradesh,2022,1,185008444,578201697703.7521
1691,Recharge & bill payments,madhya-pradesh,2022,1,48870314,25437774564.26215
1692,Financial Services,madhya-pradesh,2022,1,222923,219927120.15944034
1693,Others,madhya-pradesh,2022,1,909453,495513514.75128734
1694,Recharge & bill payments,maharashtra,2018,1,9670237,2283567431.223535
1695,Peer-to-peer payments,maharashtra,2018,1,5227770,18283896464.750908
1696,Merchant payments,maharashtra,2018,1,616779,576964070.7366859
1697,Financial Services,maharashtra,2018,1,235051,60997258.060299724
1698,Others,maharashtra,2018,1,637197,506188032.9539564
1699,Recharge & bill payments,maharashtra,2018,2,12384216,3725800358.6814823
1700,Peer-to-peer payments,maharashtra,2018,2,7772336,30782831245.6586
1701,Merchant payments,maharashtra,2018,2,1306326,1226121649.4989598
1702,Financial Services,maharashtra,2018,2,262875,85545909.43528841
1703,Others,maharashtra,2018,2,559987,536758077.84638786
1704,Recharge & bill payments,maharashtra,2018,3,14371791,4547486090.186737
1705,Peer-to-peer payments,maharashtra,2018,3,13470065,45466534003.980484
1706,Merchant payments,maharashtra,2018,3,2797204,1702220875.4343855
1707,Financial Services,maharashtra,2018,3,234598,52348968.006728604
1708,Others,maharashtra,2018,3,664880,492227795.6386977
1709,Peer-to-peer payments,maharashtra,2018,4,20824667,68974011019.10294
1710,Recharge & bill payments,maharashtra,2018,4,18071025,5860865070.470685
1711,Merchant payments,maharashtra,2018,4,6047705,3985195742.2480145
1712,Financial Services,maharashtra,2018,4,325121,77345546.53012432
1713,Others,maharashtra,2018,4,821705,621519669.4818641
1714,Peer-to-peer payments,maharashtra,2019,1,37360716,97373087988.08871
1715,Recharge & bill payments,maharashtra,2019,1,24540041,8256500586.651282
1716,Merchant payments,maharashtra,2019,1,12069119,5172594695.5318
1717,Financial Services,maharashtra,2019,1,287569,49487746.20873056
1718,Others,maharashtra,2019,1,821624,569019903.8604956
1719,Peer-to-peer payments,maharashtra,2019,2,42546317,130558153687.9542
1720,Recharge & bill payments,maharashtra,2019,2,29395661,12197234771.434273
1721,Merchant payments,maharashtra,2019,2,27854042,9728561726.767143
1722,Financial Services,maharashtra,2019,2,182840,45291636.10507481
1723,Others,maharashtra,2019,2,1170993,765228265.7976472
1724,Peer-to-peer payments,maharashtra,2019,3,57991699,165731686168.5575
1725,Merchant payments,maharashtra,2019,3,54683738,17545729507.395977
1726,Recharge & bill payments,maharashtra,2019,3,34309301,15471698543.739597
1727,Financial Services,maharashtra,2019,3,231467,54108447.39407451
1728,Others,maharashtra,2019,3,1519376,814284077.8637518
1729,Merchant payments,maharashtra,2019,4,80127804,27209874138.487556
1730,Peer-to-peer payments,maharashtra,2019,4,78795871,227268054757.21698
1731,Recharge & bill payments,maharashtra,2019,4,40705998,17794666215.044445
1732,Financial Services,maharashtra,2019,4,129755,49622863.824426055
1733,Others,maharashtra,2019,4,1501192,672210824.9770112
1734,Merchant payments,maharashtra,2020,1,100337738,35200130304.82776
1735,Peer-to-peer payments,maharashtra,2020,1,87067410,262541205695.8384
1736,Recharge & bill payments,maharashtra,2020,1,50199498,21603565070.425602
1737,Financial Services,maharashtra,2020,1,123476,91363684.1276232
1738,Others,maharashtra,2020,1,1215959,558931962.876125
1739,Peer-to-peer payments,maharashtra,2020,2,74295930,239933338682.6934
1740,Recharge & bill payments,maharashtra,2020,2,60856480,23112343247.416145
1741,Merchant payments,maharashtra,2020,2,48965388,32859184582.219048
1742,Financial Services,maharashtra,2020,2,206461,211733275.7829895
1743,Others,maharashtra,2020,2,466502,242917371.3033281
1744,Peer-to-peer payments,maharashtra,2020,3,108436214,351555554813.2122
1745,Merchant payments,maharashtra,2020,3,100808237,60171102123.94888
1746,Recharge & bill payments,maharashtra,2020,3,58082283,27915727882.59293
1747,Financial Services,maharashtra,2020,3,325453,333669599.61883616
1748,Others,maharashtra,2020,3,658737,331024593.0721529
1749,Merchant payments,maharashtra,2020,4,189845640,103804638603.74611
1750,Peer-to-peer payments,maharashtra,2020,4,151741840,485747881733.823
1751,Recharge & bill payments,maharashtra,2020,4,64556682,31556917821.77767
1752,Financial Services,maharashtra,2020,4,398409,418399992.5395771
1753,Others,maharashtra,2020,4,1078433,627692680.4078207
1754,Merchant payments,maharashtra,2021,1,253043309,129493046208.15726
1755,Peer-to-peer payments,maharashtra,2021,1,187021609,599213284361.7993
1756,Recharge & bill payments,maharashtra,2021,1,76389103,40057211827.15962
1757,Financial Services,maharashtra,2021,1,439551,492900202.68315214
1758,Others,maharashtra,2021,1,966668,630909553.4508264
1759,Merchant payments,maharashtra,2021,2,247194293,150864465217.02304
1760,Peer-to-peer payments,maharashtra,2021,2,228551961,719859665693.5271
1761,Recharge & bill payments,maharashtra,2021,2,96271138,43154405548.44597
1762,Financial Services,maharashtra,2021,2,504252,536780917.0359157
1763,Others,maharashtra,2021,2,1094842,699738247.6695637
1764,Merchant payments,maharashtra,2021,3,390051884,216701984638.98932
1765,Peer-to-peer payments,maharashtra,2021,3,296951706,890860873379.5576
1766,Recharge & bill payments,maharashtra,2021,3,103943973,50242023586.056046
1767,Financial Services,maharashtra,2021,3,448646,579098938.658318
1768,Others,maharashtra,2021,3,1477851,873324624.1826177
1769,Merchant payments,maharashtra,2021,4,540351277,305512280091.4157
1770,Peer-to-peer payments,maharashtra,2021,4,361865450,1109862480618.2227
1771,Recharge & bill payments,maharashtra,2021,4,105990417,58087950922.43887
1772,Financial Services,maharashtra,2021,4,606265,707102765.3058928
1773,Others,maharashtra,2021,4,1918093,1188658731.1175365
1774,Merchant payments,maharashtra,2022,1,646277671,340240479374.36835
1775,Peer-to-peer payments,maharashtra,2022,1,411989717,1274889182430.209
1776,Recharge & bill payments,maharashtra,2022,1,108896881,64507860103.55089
1777,Financial Services,maharashtra,2022,1,583243,677612619.2786882
1778,Others,maharashtra,2022,1,1758926,1084139453.7274752
1779,Recharge & bill payments,manipur,2018,1,50212,6463184.554711691
1780,Peer-to-peer payments,manipur,2018,1,26382,115495173.55796441
1781,Financial Services,manipur,2018,1,2660,412579.53985461866
1782,Merchant payments,manipur,2018,1,1614,3616475.6407912206
1783,Others,manipur,2018,1,3201,2058760.6368871084
1784,Recharge & bill payments,manipur,2018,2,77991,11541247.784420915
1785,Peer-to-peer payments,manipur,2018,2,60365,232157389.7914803
1786,Financial Services,manipur,2018,2,5992,1241901.2660397931
1787,Merchant payments,manipur,2018,2,4041,5366759.827729835
1788,Others,manipur,2018,2,3332,2902422.6498233806
1789,Peer-to-peer payments,manipur,2018,3,95204,357768750.1845896
1790,Recharge & bill payments,manipur,2018,3,81323,13912990.484925149
1791,Merchant payments,manipur,2018,3,7396,9180953.977358334
1792,Financial Services,manipur,2018,3,2577,333081.6368315
1793,Others,manipur,2018,3,2758,2135468.510417797
1794,Recharge & bill payments,manipur,2018,4,113507,18898063.282383174
1795,Peer-to-peer payments,manipur,2018,4,104872,562009595.9601889
1796,Merchant payments,manipur,2018,4,13333,20685433.28430717
1797,Financial Services,manipur,2018,4,1452,307325.2437723951
1798,Others,manipur,2018,4,2946,3783141.5353601985
1799,Peer-to-peer payments,manipur,2019,1,127067,619919870.7455351
1800,Recharge & bill payments,manipur,2019,1,120000,22106830.369149238
1801,Merchant payments,manipur,2019,1,15190,14580183.380707521
1802,Financial Services,manipur,2019,1,800,174777.17283837448
1803,Others,manipur,2019,1,2352,3116398.755848917
1804,Peer-to-peer payments,manipur,2019,2,120153,679785849.1398683
1805,Recharge & bill payments,manipur,2019,2,116500,23573234.273060285
1806,Merchant payments,manipur,2019,2,18044,15996651.145700552
1807,Financial Services,manipur,2019,2,387,91955.01538259834
1808,Others,manipur,2019,2,2341,3342252.5754885403
1809,Recharge & bill payments,manipur,2019,3,180057,36634657.049143404
1810,Peer-to-peer payments,manipur,2019,3,144965,803335616.6325192
1811,Merchant payments,manipur,2019,3,17683,20490224.443041254
1812,Financial Services,manipur,2019,3,358,367865.7884662621
1813,Others,manipur,2019,3,1945,2723638.649764262
1814,Recharge & bill payments,manipur,2019,4,212136,44202546.57396081
1815,Peer-to-peer payments,manipur,2019,4,211927,1123258478.445069
1816,Merchant payments,manipur,2019,4,23094,30486780.446382143
1817,Financial Services,manipur,2019,4,548,240641.7657683481
1818,Others,manipur,2019,4,1639,2709234.857456133
1819,Peer-to-peer payments,manipur,2020,1,451733,2458093401.740467
1820,Recharge & bill payments,manipur,2020,1,285234,62688260.379548095
1821,Merchant payments,manipur,2020,1,78067,74202067.0664826
1822,Financial Services,manipur,2020,1,622,354184.4660589617
1823,Others,manipur,2020,1,3145,3252467.2243867153
1824,Peer-to-peer payments,manipur,2020,2,533206,2980242535.075443
1825,Recharge & bill payments,manipur,2020,2,450830,107589094.29890464
1826,Merchant payments,manipur,2020,2,92110,106540409.29886684
1827,Financial Services,manipur,2020,2,1676,1457570.8004862315
1828,Others,manipur,2020,2,5246,3106603.331810386
1829,Peer-to-peer payments,manipur,2020,3,774786,4301284799.331292
1830,Recharge & bill payments,manipur,2020,3,464659,113190539.14969069
1831,Merchant payments,manipur,2020,3,170653,195132026.6311202
1832,Financial Services,manipur,2020,3,1878,1593035.944066228
1833,Others,manipur,2020,3,8192,4775719.8143366445
1834,Peer-to-peer payments,manipur,2020,4,892853,5172499337.530437
1835,Recharge & bill payments,manipur,2020,4,436450,114202616.34869762
1836,Merchant payments,manipur,2020,4,289050,307902115.38207734
1837,Financial Services,manipur,2020,4,1806,2448402.9142817147
1838,Others,manipur,2020,4,7693,5172086.283260544
1839,Peer-to-peer payments,manipur,2021,1,1117829,6402367883.667423
1840,Recharge & bill payments,manipur,2021,1,796590,223955812.58644393
1841,Merchant payments,manipur,2021,1,377280,433297594.1352152
1842,Financial Services,manipur,2021,1,3398,4385333.1754908115
1843,Others,manipur,2021,1,8438,6280890.914669826
1844,Peer-to-peer payments,manipur,2021,2,1372821,7041837917.785187
1845,Recharge & bill payments,manipur,2021,2,1187952,305103750.5728581
1846,Merchant payments,manipur,2021,2,510734,531484849.4914169
1847,Financial Services,manipur,2021,2,4165,4256098.232237183
1848,Others,manipur,2021,2,10603,7145346.314942012
1849,Peer-to-peer payments,manipur,2021,3,1819423,9134806594.52819
1850,Recharge & bill payments,manipur,2021,3,1368584,367664440.53237265
1851,Merchant payments,manipur,2021,3,735707,889317377.086526
1852,Financial Services,manipur,2021,3,3460,5625517.975461649
1853,Others,manipur,2021,3,14222,9447098.78230339
1854,Peer-to-peer payments,manipur,2021,4,2199970,10998828287.529043
1855,Recharge & bill payments,manipur,2021,4,1451488,412791673.8037664
1856,Merchant payments,manipur,2021,4,1013985,1229517397.4561875
1857,Financial Services,manipur,2021,4,4671,5941100.580610943
1858,Others,manipur,2021,4,17325,11393578.842227157
1859,Peer-to-peer payments,manipur,2022,1,2517626,12169368063.4095
1860,Recharge & bill payments,manipur,2022,1,1528476,469035958.34841275
1861,Merchant payments,manipur,2022,1,1247205,1489604137.2090888
1862,Financial Services,manipur,2022,1,4878,6057615.527015026
1863,Others,manipur,2022,1,15494,10435303.87979853
1864,Recharge & bill payments,meghalaya,2018,1,31857,6028476.149090356
1865,Peer-to-peer payments,meghalaya,2018,1,13274,55943496.515886314
1866,Merchant payments,meghalaya,2018,1,1605,2395888.4397623385
1867,Financial Services,meghalaya,2018,1,532,144318.2545571151
1868,Others,meghalaya,2018,1,2303,1738080.43060439
1869,Recharge & bill payments,meghalaya,2018,2,42625,9657896.164724296
1870,Peer-to-peer payments,meghalaya,2018,2,19894,101140464.66239843
1871,Merchant payments,meghalaya,2018,2,2929,3663446.436220131
1872,Financial Services,meghalaya,2018,2,592,580648.3434132106
1873,Others,meghalaya,2018,2,1817,1962212.2350756058
1874,Recharge & bill payments,meghalaya,2018,3,60625,14231601.453371253
1875,Peer-to-peer payments,meghalaya,2018,3,40832,187460582.05754715
1876,Merchant payments,meghalaya,2018,3,5802,5458930.689379572
1877,Financial Services,meghalaya,2018,3,748,552674.5783359876
1878,Others,meghalaya,2018,3,2283,2149872.755760235
1879,Recharge & bill payments,meghalaya,2018,4,82962,18100891.637344178
1880,Peer-to-peer payments,meghalaya,2018,4,58952,301941442.7059927
1881,Merchant payments,meghalaya,2018,4,15768,14434314.193342488
1882,Financial Services,meghalaya,2018,4,763,190875.18848979956
1883,Others,meghalaya,2018,4,2687,2918155.2795046642
1884,Recharge & bill payments,meghalaya,2019,1,98817,23006751.795504905
1885,Peer-to-peer payments,meghalaya,2019,1,90694,358932132.1046898
1886,Merchant payments,meghalaya,2019,1,16073,14297275.230527855
1887,Financial Services,meghalaya,2019,1,659,62335.064750311045
1888,Others,meghalaya,2019,1,2498,2738667.957962149
1889,Recharge & bill payments,meghalaya,2019,2,108812,27248605.429233357
1890,Peer-to-peer payments,meghalaya,2019,2,97407,446537199.17356837
1891,Merchant payments,meghalaya,2019,2,22588,15600927.006629137
1892,Financial Services,meghalaya,2019,2,460,106800.75308155928
1893,Others,meghalaya,2019,2,3019,3437756.744766518
1894,Recharge & bill payments,meghalaya,2019,3,155949,38916251.42165714
